Filename                                                             Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
libs/kernel/src/kernel_impl.h                                             23                 3    86.96%          10                 2    80.00%          68                20    70.59%          18                 4    77.78%
libs/kernel/src/message_dispatcher.h                                      57                 2    96.49%          18                 1    94.44%          97                 5    94.85%          21                 3    85.71%
libs/kernel/src/operating_system.h                                         3                 1    66.67%           3                 1    66.67%           3                 1    66.67%           0                 0         -
libs/kernel/src/package_manager.cpp                                       51                24    52.94%          10                 0   100.00%          68                28    58.82%          25                13    48.00%
libs/kernel/src/pipeline_component.cpp                                   112                29    74.11%          22                 1    95.45%         261                84    67.82%          72                24    66.67%
libs/kernel/src/plugin_manager.cpp                                        52                14    73.08%          16                 5    68.75%         102                40    60.78%          18                 9    50.00%
libs/kernel/src/posix/posix_api.cpp                                       19                 5    73.68%          19                 5    73.68%          41                 9    78.05%           0                 0         -
libs/kernel/src/posix/posix_api.h                                          2                 0   100.00%           2                 0   100.00%           2                 0   100.00%           0                 0         -
libs/kernel/src/posix/posix_os.cpp                                        49                25    48.98%          11                 5    54.55%          98                60    38.78%          24                16    33.33%
libs/kernel/src/posix/thread_impl.cpp                                     94                16    82.98%          10                 2    80.00%         130                39    70.00%          47                14    70.21%
libs/kernel/src/posix/thread_impl.h                                        4                 1    75.00%           4                 1    75.00%           4                 1    75.00%           0                 0         -
libs/kernel/src/precision_sleeper.h                                       49                 7    85.71%          15                 1    93.33%         113                29    74.34%          24                 6    75.00%
libs/kernel/src/runner.cpp                                               231                61    73.59%          31                 4    87.10%         512               147    71.29%         130                41    68.46%
libs/kernel/src/runner.h                                                  88                 4    95.45%          19                 2    89.47%         116                 8    93.10%          20                 5    75.00%
libs/kernel/src/schedule_cycles.h                                          6                 0   100.00%           1                 0   100.00%           7                 0   100.00%           4                 0   100.00%
libs/kernel/src/source_info.cpp                                           47                 4    91.49%          16                 1    93.75%         101                10    90.10%          32                 5    84.38%
libs/kernel/src/spdlog_config.cpp                                         74                38    48.65%          13                 6    53.85%         272                88    67.65%          66                29    56.06%
libs/kernel/src/test_kernel.cpp                                           39                 7    82.05%          19                 3    84.21%          83                12    85.54%          14                 3    78.57%
libs/kernel/src/tracer.cpp                                                11                 1    90.91%          11                 1    90.91%          13                 1    92.31%           0                 0         -
libs/kernel/src/transport.cpp                                             20                 2    90.00%          11                 1    90.91%          36                 6    83.33%           8                 2    75.00%
libs/kernel/src/type_specs_utils.cpp                                     650               114    82.46%         126                17    86.51%        2732               452    83.46%         542               124    77.12%
libs/kernel/src/util.cpp                                                   8                 0   100.00%           8                 0   100.00%          39                 0   100.00%           0                 0         -
libs/kernel/src/wall_clock.cpp                                            14                 4    71.43%           5                 1    80.00%          34                13    61.76%           6                 3    50.00%
libs/kernel/src/wall_clock.h                                              45                 5    88.89%          11                 0   100.00%          94                12    87.23%          24                 6    75.00%
libs/util/include/sen/util/dr/detail/dead_reckoner_base.h                  8                 5    37.50%           8                 5    37.50%          19                11    42.11%           0                 0         -
libs/util/src/dr/algorithms.cpp                                           33                 9    72.73%           9                 1    88.89%          85                 5    94.12%          16                 8    50.00%
libs/util/src/dr/dead_reckoner_base.cpp                                   25                13    48.00%           9                 4    55.56%          42                16    61.90%          14                11    21.43%
libs/util/src/dr/dead_reckoner_impl.cpp                                   58                24    58.62%          18                 6    66.67%         175                76    56.57%          30                18    40.00%
libs/util/src/dr/mat3.h                                                   28                 0   100.00%          10                 0   100.00%          98                 0   100.00%          16                 1    93.75%
libs/util/src/dr/quat.h                                                   42                41     2.38%          20                19     5.00%         138               135     2.17%          14                14     0.00%
libs/util/src/dr/settable_dead_reckoner_impl.cpp                          10                10     0.00%           6                 6     0.00%          15                15     0.00%           6                 6     0.00%
libs/util/src/dr/utils.cpp                                                52                21    59.62%          34                 9    73.53%         161                29    81.99%          22                18    18.18%
libs/util/src/dr/vec3.h                                                   17                13    23.53%          17                13    23.53%          56                44    21.43%           0                 0         -

Files which contain no functions:
build/clang/Debug/libs/core/include/sen/core/base/version.h                0                 0         -           0                 0         -           0                 0         -           0                 0         -
libs/core/include/sen/core/base/assert.h                                   0                 0         -           0                 0         -           0                 0         -           0                 0         -
libs/core/include/sen/core/base/source_location.h                          0                 0         -           0                 0         -           0                 0         -           0                 0         -
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                  13854              3200    76.90%        3750               546    85.44%       31906              6742    78.87%        8034              2348    70.77%
